Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples
AML	ENSG00000104375.15	STK3	ENST00000419617.6	ENST00000617590.1	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000104408.9	EIF3E	ENST00000220849.9	ENST00000519030.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000147684.7	NDUFB9	ENST00000276689.7	ENST00000517367.1	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PARTAL-04	Driver interactor	2
AML	ENSG00000104549.11	SQLE	ENST00000265896.9	ENST00000523430.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000173334.3	TRIB1	ENST00000519576.1	ENST00000311922.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000132294.13	EFR3A	ENST00000254624.9	ENST00000519656.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000008513.14	ST3GAL1	ENST00000521180.5	ENST00000399640.3	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000167632.14	TRAPPC9	ENST00000438773.2	ENST00000389328.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000104522.15	TSTA3	ENST00000425753.6	ENST00000529064.5	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000178719.16	GRINA	ENST00000395068.8	ENST00000313269.5	1	1	0	1	TARGET-20-PAMYAS-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000197858.10	GPAA1	ENST00000355091.8	ENST00000361036.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000185122.10	HSF1	ENST00000528838.5	ENST00000400780.8	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASWAJ-04	Driver interactor	2
AML	ENSG00000160948.13	VPS28	ENST00000292510.5	ENST00000526054.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000120158.11	RCL1	ENST00000381750.8	ENST00000448872.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000235453.7	TOPORS-AS1	ENST00000453396.5	ENST00000425533.1	0	0	0	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000107262.16	BAG1	ENST00000379704.6	ENST00000472232.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000165271.16	NOL6	ENST00000297990.8	ENST00000379471.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000137073.20	UBAP2	ENST00000379238.5	ENST00000379239.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000165283.15	STOML2	ENST00000356493.9	ENST00000619795.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000135069.13	PSAT1	ENST00000376588.3	ENST00000347159.6	1	1	1	1	TARGET-20-PARUNX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000130222.10	GADD45G	ENST00000252506.10	ENST00000375769.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000148090.11	AUH	ENST00000375731.8	ENST00000303617.5	1	1	1	0	TARGET-20-PALGKX-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000185963.13	BICD2	ENST00000356884.10	ENST00000375512.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000127084.17	FGD3	ENST00000416701.6	ENST00000375482.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000197724.10	PHF2	ENST00000359246.8	ENST00000610682.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000148110.15	HIATL1	ENST00000375344.7	ENST00000428393.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000095383.19	TBC1D2	ENST00000465784.6	ENST00000375063.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000106803.9	SEC61B	ENST00000223641.4	ENST00000498603.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKERZ-04	Driver interactor	2
AML	ENSG00000066697.14	MSANTD3	ENST00000395067.6	ENST00000622639.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000136826.14	KLF4	ENST00000374672.4	ENST00000610832.1	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000106948.16	AKNA	ENST00000374088.7	ENST00000374079.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000136908.17	DPM2	ENST00000314392.12	ENST00000373110.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000167118.10	URM1	ENST00000372853.8	ENST00000372850.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000119335.16	SET	ENST00000322030.12	ENST00000372692.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000167130.17	DOLPP1	ENST00000372546.8	ENST00000406974.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000148335.14	NTMT1	ENST00000459968.6	ENST00000617943.4	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000126883.16	NUP214	ENST00000451030.5	ENST00000483497.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000148308.17	GTF3C5	ENST00000372097.9	ENST00000372099.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000054148.17	PHPT1	ENST00000247665.11	ENST00000371661.5	1	1	1	1	TARGET-20-PADYIR-04,TARGET-20-PARBIU-04	No	2
AML	ENSG00000177239.14	MAN1B1	ENST00000371589.8	ENST00000535144.5	1	1	1	1	TARGET-20-PARYFN-04,TARGET-20-PASCRZ-04	Driver	2
AML	ENSG00000187609.15	EXD3	ENST00000479452.5	ENST00000465160.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000067082.14	KLF6	ENST00000497571.5	ENST00000542957.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000134452.19	FBXO18	ENST00000362091.8	ENST00000379999.6	1	1	1	1	TARGET-20-PASGZS-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000086475.14	SEPHS1	ENST00000327347.9	ENST00000545675.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000026025.13	VIM	ENST00000224237.9	ENST00000544301.5	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000240291.1	RP11-499P20.2	ENST00000425669.1	ENST00000436485.1	0	0	0	1	TARGET-20-PAEDKB-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000188234.13	AGAP4	ENST00000448048.6	ENST00000311652.9	1	1	1	1	TARGET-20-PARYFN-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000204172.11	AGAP9	ENST00000452145.6	ENST00000413193.2	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PASXNR-04	No	2
AML	ENSG00000227345.8	PARG	ENST00000402038.7	ENST00000616448.1	1	1	0	1	TARGET-20-PASHYZ-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000204152.10	TIMM23B	ENST00000374098.6	ENST00000451577.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000108064.10	TFAM	ENST00000373895.7	ENST00000487519.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000204130.12	RUFY2	ENST00000265865.3	ENST00000399200.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000138346.14	DNA2	ENST00000358410.7	ENST00000551118.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000107745.16	MICU1	ENST00000361114.9	ENST00000398761.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000156026.14	MCU	ENST00000373053.7	ENST00000357157.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000242338.6	BMS1P4	ENST00000584747.5	ENST00000441263.1	0	0	0	1	TARGET-20-PASCGR-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000250959.2	GLUD1P3	ENST00000507952.1	ENST00000508551.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000196968.10	FUT11	ENST00000372841.7	ENST00000394790.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000185009.12	AP3M1	ENST00000372745.1	ENST00000355264.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000156650.12	KAT6B	ENST00000372724.5	ENST00000372711.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000122359.17	ANXA11	ENST00000422982.7	ENST00000265447.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000171862.9	PTEN	ENST00000610634.1	ENST00000371953.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000095564.13	BTAF1	ENST00000265990.10	ENST00000544642.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000119912.15	IDE	ENST00000265986.10	ENST00000371581.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000171311.12	EXOSC1	ENST00000370902.7	ENST00000370885.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000014919.12	COX15	ENST00000016171.5	ENST00000370483.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000107554.15	DNMBP	ENST00000324109.8	ENST00000543621.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000107815.7	C10orf2	ENST00000311916.6	ENST00000370228.1	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PALGKX-04	No	2
AML	ENSG00000148840.10	PPRC1	ENST00000278070.6	ENST00000370012.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000108061.11	SHOC2	ENST00000369452.8	ENST00000265277.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000151532.13	VTI1A	ENST00000393077.2	ENST00000432306.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000148908.14	RGS10	ENST00000369103.2	ENST00000392865.5	1	1	1	1	TARGET-20-PARCVS-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000197771.12	MCMBP	ENST00000369077.3	ENST00000360003.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000107651.12	SEC23IP	ENST00000543134.5	ENST00000369075.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARBIU-04	No	2
AML	ENSG00000108010.11	GLRX3	ENST00000331244.9	ENST00000368644.5	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASGZS-04	No	2
AML	ENSG00000099849.14	RASSF7	ENST00000397582.7	ENST00000454668.2	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000177156.10	TALDO1	ENST00000319006.7	ENST00000528097.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000255284.1	AP006621.5	ENST00000525941.1	ENST00000530083.1	0	0	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000021762.19	OSBPL5	ENST00000263650.11	ENST00000478260.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000184014.7	DENND5A	ENST00000328194.7	ENST00000530044.5	1	1	1	1	TARGET-20-PAEIKD-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000166483.10	WEE1	ENST00000450114.6	ENST00000299613.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000129083.12	COPB1	ENST00000439561.6	ENST00000249923.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000110768.11	GTF2H1	ENST00000530496.6	ENST00000526630.2	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000176148.15	TCP11L1	ENST00000334274.8	ENST00000432887.5	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000135372.8	NAT10	ENST00000257829.7	ENST00000527971.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000110435.11	PDHX	ENST00000227868.8	ENST00000448838.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000149091.15	DGKZ	ENST00000421244.6	ENST00000456247.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000156587.15	UBE2L6	ENST00000287156.8	ENST00000340573.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000166928.10	MS4A14	ENST00000531787.5	ENST00000300187.10	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASXNR-04	No	2
AML	ENSG00000187049.9	TMEM216	ENST00000334888.9	ENST00000398979.7	1	1	1	1	TARGET-20-PAMYAS-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000149480.6	MTA2	ENST00000278823.6	ENST00000524902.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000278615.4	C11orf98	ENST00000524958.5	ENST00000525675.1	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000168569.7	TMEM223	ENST00000307366.7	ENST00000525631.1	1	1	1	1	TARGET-20-PASMYS-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000172732.11	MUS81	ENST00000308110.8	ENST00000533035.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000175592.8	FOSL1	ENST00000312562.6	ENST00000448083.6	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000174903.14	RAB1B	ENST00000311481.10	ENST00000615245.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000174791.10	RIN1	ENST00000311320.8	ENST00000627248.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000239306.4	RBM14	ENST00000310137.4	ENST00000393979.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000172531.14	PPP1CA	ENST00000376745.8	ENST00000312989.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000167792.11	NDUFV1	ENST00000322776.10	ENST00000415352.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000162341.15	TPCN2	ENST00000294309.7	ENST00000542467.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PAPXRJ-04	No	2
AML	ENSG00000131626.15	PPFIA1	ENST00000253925.11	ENST00000389547.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASINN-04	Driver interactor	2
AML	ENSG00000172893.15	DHCR7	ENST00000355527.7	ENST00000407721.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000168010.10	ATG16L2	ENST00000321297.9	ENST00000534905.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000175567.8	UCP2	ENST00000536983.5	ENST00000310473.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000137486.16	ARRB1	ENST00000360025.7	ENST00000420843.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000149257.13	SERPINH1	ENST00000358171.7	ENST00000533603.5	1	1	0	1	TARGET-20-PASPLU-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000033327.12	GAB2	ENST00000361507.4	ENST00000340149.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000137494.13	ANKRD42	ENST00000393389.7	ENST00000526731.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000137692.11	DCUN1D5	ENST00000260247.9	ENST00000531543.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000167257.10	RNF214	ENST00000300650.8	ENST00000531452.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	No	2
AML	ENSG00000186174.12	BCL9L	ENST00000526143.2	ENST00000334801.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000149428.18	HYOU1	ENST00000617285.4	ENST00000614668.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000172269.16	DPAGT1	ENST00000354202.8	ENST00000409993.6	1	1	0	1	TARGET-20-PALGKX-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000109971.13	HSPA8	ENST00000227378.7	ENST00000534319.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000151702.16	FLI1	ENST00000527786.6	ENST00000534087.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	Driver interactor	2
AML	ENSG00000184293.7	CLECL1	ENST00000327839.3	ENST00000621400.4	1	1	1	1	TARGET-20-PARCVS-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000060138.12	YBX3	ENST00000228251.8	ENST00000279550.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000139154.14	AEBP2	ENST00000266508.13	ENST00000360995.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000139146.13	FAM60A	ENST00000337682.8	ENST00000539409.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000139168.7	ZCRB1	ENST00000552673.5	ENST00000266529.7	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000134294.13	SLC38A2	ENST00000256689.9	ENST00000551374.5	1	1	1	1	TARGET-20-PAEERJ-04,TARGET-20-PAEFGT-04	No	2
AML	ENSG00000161800.12	RACGAP1	ENST00000312377.9	ENST00000454520.6	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000183283.15	DAZAP2	ENST00000549555.5	ENST00000449723.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000110934.10	BIN2	ENST00000615107.4	ENST00000544402.5	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000094914.12	AAAS	ENST00000209873.8	ENST00000550286.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000135486.17	HNRNPA1	ENST00000547566.5	ENST00000547276.5	0	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000185482.7	STAC3	ENST00000554578.5	ENST00000332782.6	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000179912.19	R3HDM2	ENST00000402412.5	ENST00000358907.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000175197.10	DDIT3	ENST00000346473.7	ENST00000547303.5	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000257815.5	LINC01481	ENST00000549651.1	ENST00000550216.1	0	0	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000058272.15	PPP1R12A	ENST00000450142.6	ENST00000261207.9	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000139318.7	DUSP6	ENST00000547291.1	ENST00000279488.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000177889.9	UBE2N	ENST00000552442.1	ENST00000550657.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000139350.11	NEDD1	ENST00000429527.6	ENST00000266742.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000111666.10	CHPT1	ENST00000229266.7	ENST00000549872.5	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PATIAK-04	No	2
AML	ENSG00000076248.10	UNG	ENST00000242576.6	ENST00000336865.6	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000089022.13	MAPKAPK5	ENST00000551404.6	ENST00000550735.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASVYA-04	No	2
AML	ENSG00000089009.15	RPL6	ENST00000202773.13	ENST00000424576.6	1	1	0	1	TARGET-20-PASCGR-04,TARGET-20-PASGWH-04	Driver interactor	2
AML	ENSG00000139405.15	RITA1	ENST00000548278.1	ENST00000549621.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000135090.13	TAOK3	ENST00000392533.7	ENST00000419821.6	1	1	0	1	TARGET-20-PASBBE-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000089159.15	PXN	ENST00000424649.6	ENST00000267257.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000122971.8	ACADS	ENST00000242592.8	ENST00000411593.2	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000089094.16	KDM2B	ENST00000542973.5	ENST00000611216.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000033030.13	ZCCHC8	ENST00000633063.1	ENST00000536306.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000176915.14	ANKLE2	ENST00000357997.9	ENST00000542282.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000136146.14	MED4	ENST00000378586.5	ENST00000258648.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000250299.5	MRPS31P4	ENST00000509685.2	ENST00000613769.4	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAEIKD-04	No	2
AML	ENSG00000165416.14	SUGT1	ENST00000343788.10	ENST00000310528.8	1	1	1	1	TARGET-20-PASINN-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000118939.17	UCHL3	ENST00000377595.7	ENST00000618773.4	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000065150.18	IPO5	ENST00000490680.5	ENST00000261574.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100814.17	CCNB1IP1	ENST00000358932.8	ENST00000353689.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000100823.11	APEX1	ENST00000216714.7	ENST00000557054.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000092203.13	TOX4	ENST00000448790.6	ENST00000613569.4	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000197324.8	LRP10	ENST00000546834.5	ENST00000359591.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100813.14	ACIN1	ENST00000605057.5	ENST00000338631.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000092098.16	RNF31	ENST00000324103.10	ENST00000559275.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASINN-04	Driver interactor	2
AML	ENSG00000129559.12	NEDD8	ENST00000250495.9	ENST00000524927.1	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000129493.14	HEATR5A	ENST00000382464.6	ENST00000543095.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000100883.11	SRP54	ENST00000216774.10	ENST00000546080.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000092020.10	PPP2R3C	ENST00000261475.9	ENST00000555644.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000258940.2	RP11-407N17.5	ENST00000605298.1	ENST00000553520.1	0	0	0	1	TARGET-20-PASHYZ-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000165516.10	KLHDC2	ENST00000554589.5	ENST00000298307.9	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	Driver interactor	2
AML	ENSG00000100485.11	SOS2	ENST00000216373.9	ENST00000543680.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000198252.11	STYX	ENST00000354586.4	ENST00000442123.6	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PASVYA-04	Driver interactor	2
