Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples	Pfam_change	Prosite_change	Functional	p_recurrent
ALL	ENSG00000080845.17	DLGAP4	ENST00000475894.5	ENST00000340491.8	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000124140.12	SLC12A5	ENST00000628272.1	ENST00000626701.1	1	1	1	1	TARGET-10-PAPLTZ-04,TARGET-10-PARGFV-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000197457.9	STMN3	ENST00000370053.2	ENST00000540534.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNMY-04,TARGET-10-PARMXF-04,TARGET-10-PARNMF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000159079.18	C21orf59	ENST00000290155.7	ENST00000382549.8	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04,TARGET-10-PAPMFI-04,TARGET-10-PASHUI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000243156.7	MICAL3	ENST00000441493.6	ENST00000400561.6	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPCVZ-04,TARGET-10-PAPMFI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000099901.16	RANBP1	ENST00000331821.7	ENST00000402752.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPMFI-04,TARGET-10-PARMSP-04,TARGET-10-PARNMF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000128394.16	APOBEC3F	ENST00000308521.9	ENST00000381565.2	1	1	1	1	TARGET-10-PARBVI-04,TARGET-10-PARGHW-04,TARGET-10-PARMXF-04,TARGET-10-PARXMC-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000100321.14	SYNGR1	ENST00000318801.8	ENST00000381535.4	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPGFP-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000093000.18	NUP50	ENST00000347635.8	ENST00000396096.6	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPNNX-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000185291.10	IL3RA	ENST00000331035.8	ENST00000381469.6	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPDWT-04,TARGET-10-PAPHJF-04,TARGET-10-PARNMF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000101849.15	TBL1X	ENST00000424279.5	ENST00000407597.6	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPIJB-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000165195.13	PIGA	ENST00000542278.5	ENST00000333590.4	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PARFTR-04,TARGET-10-PARGVZ-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000102145.13	GATA1	ENST00000376670.7	ENST00000376665.4	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPMFI-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000125962.14	ARMCX5	ENST00000372742.1	ENST00000246174.6	1	1	0	1	TARGET-10-PAPEFH-04,TARGET-10-PAPZST-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000234062.7	RP11-308D16.2	ENST00000424306.5	ENST00000438602.5	0	0	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPAGK-04,TARGET-10-PAPJIB-04,TARGET-10-PARIAD-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000102119.10	EMD	ENST00000369842.8	ENST00000369835.3	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPJHB-04,TARGET-10-PARGFV-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000160219.11	GAB3	ENST00000369575.7	ENST00000424127.2	1	1	1	1	TARGET-10-PARGHW-04,TARGET-10-PARIAD-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000185973.10	TMLHE	ENST00000369439.4	ENST00000334398.7	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04,TARGET-10-PARXMC-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000007923.15	DNAJC11	ENST00000377577.9	ENST00000294401.11	1	1	1	1	TARGET-10-PAPMVB-04,TARGET-10-PARIAD-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125945.14	ZNF436	ENST00000314011.8	ENST00000374608.3	1	1	0	1	TARGET-10-PANTSM-04,TARGET-10-PAPRCS-04,TARGET-10-PARFTR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000175087.9	PDIK1L	ENST00000374271.8	ENST00000619836.4	1	1	0	1	TARGET-10-PAPEFH-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000241014.1	RP11-244H3.1	ENST00000417456.1	ENST00000311990.4	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000171812.10	COL8A2	ENST00000303143.8	ENST00000397799.1	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPAGK-04,TARGET-10-PAPISG-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000070759.16	TESK2	ENST00000372086.3	ENST00000372084.5	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000116212.14	LRRC42	ENST00000319223.8	ENST00000371370.7	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000142867.12	BCL10	ENST00000370580.5	ENST00000620248.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPNNX-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000097046.12	CDC7	ENST00000234626.10	ENST00000428239.5	1	1	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPZST-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000134262.12	AP4B1	ENST00000369567.5	ENST00000256658.8	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPVTA-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000116824.4	CD2	ENST00000369478.3	ENST00000369477.1	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PAPZNK-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000232527.7	RP11-14N7.2	ENST00000452399.5	ENST00000457390.1	0	0	0	1	TARGET-10-PANSDA-04,TARGET-10-PAPACP-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000271425.6	NBPF10	ENST00000610925.4	ENST00000583866.8	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PARAKF-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000163348.3	PYGO2	ENST00000368457.2	ENST00000368456.1	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPSPN-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000116586.11	LAMTOR2	ENST00000368305.8	ENST00000368304.9	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000162729.13	IGSF8	ENST00000614243.4	ENST00000314485.11	1	1	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPNFY-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143153.12	ATP1B1	ENST00000367816.5	ENST00000367815.8	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PAPZNK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000117523.15	PRRC2C	ENST00000367742.7	ENST00000426496.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPEFH-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000117533.14	VAMP4	ENST00000236192.11	ENST00000367740.2	1	1	1	1	TARGET-10-PAPSPN-04,TARGET-10-PAPZNK-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000186283.13	TOR3A	ENST00000367627.7	ENST00000352445.10	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PARAKF-04,TARGET-10-PARBRK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000116668.12	SWT1	ENST00000367500.8	ENST00000367501.7	1	1	0	1	TARGET-10-PAPACP-04,TARGET-10-PARBRK-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000229989.3	MIR181A1HG	ENST00000436880.2	ENST00000432296.1	0	0	0	1	TARGET-10-PAPIJB-04,TARGET-10-PARBVI-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000162702.7	ZNF281	ENST00000294740.3	ENST00000367353.1	1	1	0	1	TARGET-10-PAPNNX-04,TARGET-10-PARBRK-04,TARGET-10-PASFXA-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143851.15	PTPN7	ENST00000367279.8	ENST00000309017.7	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000185495.10	RP11-504P24.3	ENST00000540997.2	ENST00000622033.4	0	0	0	1	TARGET-10-PAPZST-04,TARGET-10-PARGFV-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143742.12	SRP9	ENST00000304786.11	ENST00000366839.8	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143669.13	LYST	ENST00000389793.6	ENST00000389794.7	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04,TARGET-10-PARBVI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000188295.14	ZNF669	ENST00000343381.10	ENST00000448299.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PARNMF-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000170745.11	KCNS3	ENST00000304101.8	ENST00000403915.5	1	1	0	1	TARGET-10-PANSHK-04,TARGET-10-PAPVTA-04,TARGET-10-PARJSR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172954.13	LCLAT1	ENST00000379509.7	ENST00000309052.8	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARGHW-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000171055.14	FEZ2	ENST00000405912.7	ENST00000305852.11	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPIJB-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000115816.13	CEBPZ	ENST00000234170.9	ENST00000619061.1	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PAPLDL-04,TARGET-10-PARFLV-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000115825.9	PRKD3	ENST00000234179.6	ENST00000379066.5	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000231312.6	AC007246.3	ENST00000449569.5	ENST00000415640.1	0	0	0	1	TARGET-10-PAPAGK-04,TARGET-10-PARBVI-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143919.14	CAMKMT	ENST00000378494.7	ENST00000407131.5	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARBVI-04,TARGET-10-PARLAF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000119729.10	RHOQ	ENST00000238738.8	ENST00000616091.4	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPRCS-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143933.16	CALM2	ENST00000272298.11	ENST00000409563.5	1	1	1	1	TARGET-10-PAPJHB-04,TARGET-10-PARNMF-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000143947.12	RPS27A	ENST00000404735.1	ENST00000272317.10	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPEFH-04,TARGET-10-PAPRCS-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000240401.8	AC012358.8	ENST00000366287.4	ENST00000599475.1	0	0	0	1	TARGET-10-PAPMVB-04,TARGET-10-PARMSP-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000196975.14	ANXA4	ENST00000394295.4	ENST00000409920.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPRCS-04,TARGET-10-PATCTI-04	No	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000144040.12	SFXN5	ENST00000272433.6	ENST00000410065.5	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000114956.19	DGUOK	ENST00000629438.2	ENST00000264093.8	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARGHW-04,TARGET-10-PARJSR-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000187605.15	TET3	ENST00000409262.7	ENST00000305799.8	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPIJB-04,TARGET-10-PARLAF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000115274.14	INO80B	ENST00000233331.11	ENST00000409917.5	1	1	1	1	TARGET-10-PANCVR-04,TARGET-10-PANUSN-04,TARGET-10-PAPEFH-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000135637.13	CCDC142	ENST00000393965.7	ENST00000290418.4	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPMFI-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000114988.11	LMAN2L	ENST00000264963.8	ENST00000377079.8	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PARJSR-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000183513.8	COA5	ENST00000328709.7	ENST00000409997.1	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPRCS-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000226791.6	AC109826.1	ENST00000419865.5	ENST00000624259.3	0	0	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPMFI-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000153107.11	ANAPC1	ENST00000341068.7	ENST00000628342.1	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPSPN-04,TARGET-10-PARBRK-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000188177.13	ZC3H6	ENST00000409871.5	ENST00000343936.4	1	1	1	1	TARGET-10-PARIAD-04,TARGET-10-PARMSP-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125611.15	CHCHD5	ENST00000324913.9	ENST00000409719.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPHJF-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125629.14	INSIG2	ENST00000245787.8	ENST00000614681.1	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPZNK-04,TARGET-10-PARGFV-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000152082.13	MZT2B	ENST00000281871.10	ENST00000409255.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPNFY-04,TARGET-10-PAPVTA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172292.14	CERS6	ENST00000392687.4	ENST00000305747.10	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNNX-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000079150.17	FKBP7	ENST00000424785.6	ENST00000434643.6	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNNX-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000151690.14	MFSD6	ENST00000281416.11	ENST00000392328.5	1	1	0	1	TARGET-10-PAPZST-04,TARGET-10-PARGHW-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000138386.16	NAB1	ENST00000337386.9	ENST00000409581.5	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZNK-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000196950.13	SLC39A10	ENST00000359634.9	ENST00000409086.7	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PARLAF-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000155729.12	KCTD18	ENST00000409157.5	ENST00000359878.7	1	1	0	1	TARGET-10-PAPJIB-04,TARGET-10-PARGFV-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000118263.14	KLF7	ENST00000309446.10	ENST00000412414.6	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000115568.15	ZNF142	ENST00000449707.5	ENST00000411696.6	1	1	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPMVB-04,TARGET-10-PAPNFY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000187736.12	NHEJ1	ENST00000356853.9	ENST00000409720.5	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPEJN-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000135919.12	SERPINE2	ENST00000409304.5	ENST00000258405.8	1	1	1	1	TARGET-10-PAPMVB-04,TARGET-10-PARJSR-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000132326.11	PER2	ENST00000254657.7	ENST00000355768.6	1	1	1	1	TARGET-10-PAPSPG-04,TARGET-10-PARBRK-04,TARGET-10-PARGVZ-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000068024.16	HDAC4	ENST00000345617.7	ENST00000543185.5	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZST-04,TARGET-10-PARJSR-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000131374.14	TBC1D5	ENST00000253692.11	ENST00000429383.8	1	1	0	1	TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04,TARGET-10-PARBRK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000004838.13	ZMYND10	ENST00000231749.7	ENST00000360165.7	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000114737.15	CISH	ENST00000348721.3	ENST00000443053.6	1	1	1	1	TARGET-10-PAPCVZ-04,TARGET-10-PAPGFP-04,TARGET-10-PARXMC-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000168268.10	NT5DC2	ENST00000422318.6	ENST00000307076.8	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPECF-04,TARGET-10-PAPMFI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000144736.13	SHQ1	ENST00000325599.12	ENST00000463369.5	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPECF-04,TARGET-10-PARLAF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000196776.14	CD47	ENST00000361309.5	ENST00000355354.11	1	1	1	1	TARGET-10-PAPLTZ-04,TARGET-10-PARGVZ-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000114686.8	MRPL3	ENST00000264995.7	ENST00000425847.6	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PARLAF-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000082996.19	RNF13	ENST00000361785.10	ENST00000392894.7	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PARAKF-04,TARGET-10-PARBRK-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000171109.18	MFN1	ENST00000471841.5	ENST00000263969.9	1	1	0	1	TARGET-10-PAPNNX-04,TARGET-10-PARLAF-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000114450.9	GNB4	ENST00000232564.7	ENST00000468623.5	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPVTA-04,TARGET-10-PARBRK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000152492.13	CCDC50	ENST00000392455.7	ENST00000392456.3	1	1	1	1	TARGET-10-PAPSPN-04,TARGET-10-PARFTR-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000127415.12	IDUA	ENST00000247933.8	ENST00000514224.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPLDM-04,TARGET-10-PAPMFI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000181826.9	RELL1	ENST00000454158.6	ENST00000314117.8	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PASKAY-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000124406.16	ATP8A1	ENST00000264449.14	ENST00000381668.9	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPAGK-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000173542.8	MOB1B	ENST00000309395.6	ENST00000396051.2	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPSPN-04,TARGET-10-PARBVI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000156136.9	DCK	ENST00000286648.9	ENST00000504730.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PANZPJ-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000109321.10	AREG	ENST00000395748.7	ENST00000502307.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPNFY-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000138750.14	NUP54	ENST00000264883.7	ENST00000514987.5	1	1	1	1	TARGET-10-PAPSPN-04,TARGET-10-PARBRK-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172493.20	AFF1	ENST00000395146.8	ENST00000544085.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000138660.11	AP1AR	ENST00000274000.9	ENST00000309703.10	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000251432.6	RP11-420A23.1	ENST00000511497.5	ENST00000505133.5	0	0	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPGFP-04,TARGET-10-PARFTR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000179387.9	ELMOD2	ENST00000323570.7	ENST00000511887.6	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPZNK-04,TARGET-10-PARPRW-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000164164.15	OTUD4	ENST00000454497.6	ENST00000509620.6	1	1	1	1	TARGET-10-PARGHW-04,TARGET-10-PARMSP-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000164167.9	LSM6	ENST00000296581.9	ENST00000515311.5	1	0	1	1	TARGET-10-PANXPE-04,TARGET-10-PARGFV-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000145425.9	RPS3A	ENST00000274065.8	ENST00000509736.5	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	Driver interactor	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000170006.11	TMEM154	ENST00000304385.7	ENST00000613578.4	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000205208.4	C4orf46	ENST00000508457.1	ENST00000379205.4	1	1	1	1	TARGET-10-PARGHW-04,TARGET-10-PARJSR-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000086189.9	DIMT1	ENST00000199320.8	ENST00000506390.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PARAKF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000145741.15	BTF3	ENST00000335895.12	ENST00000380591.7	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPLDM-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000145715.14	RASA1	ENST00000456692.6	ENST00000274376.10	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPSPN-04,TARGET-10-PARBRK-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
